Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Chad,10,0.777830005,0.727490008,0.523989975,,3,,1.085680008,1.05467999,1.11638999,6,33.66102982,47.43593979,40.56021881,6,2419675,,,89.73428345,78.49581146,100.916832,,,,,,,,,,,,,,,43805,18.62573051,,693571,466355,34.67628098,227216,16.81080055,25.72126007,12,9.892620087,20.16757011,15.03995037,7,511841,,,,,,,,20.21027946,13.88788986,26.50427055,,,,22.89891052,,,,20138,1648,8.183529854,,,,,,,,,7639,4502,5613,5720,15.7,10.8,16,19.8,45.53572123,5789121,1.789999962,1.980000019,1.889999986,47.12629999,50.39318107
Chile,12,0.971270025,0.985650003,1.000419974,1.140709996,6,,82.15422821,81.3983078,82.88339233,6,95.7505722,96.71675873,96.24210358,6,1540085,,,102.1792221,100.6640015,103.6420288,,,,,,,,62.59616089,,,,,,,88050.92969,80.8266983,,19351,11999,1.620700002,7352,0.958689988,1.283869982,12,93.51183319,93.47154236,93.49134064,6,1522145,,,,,,,,102.3675537,102.3893814,102.3464432,,,,61.91255951,,,,84497,50715,60.01987839,90.8963089,97.89286041,84.11824036,,,,,,161,198,551,863,0.6,0.8,2.1,3,42.22438839,9391885,7.980000019,6.690000057,7.230000019,19.75390247,68.71629587
China,9,1.011350036,1.014310002,,1.178110003,3,17.37685,88.09340668,88.37187195,87.85069275,6,,,,6,101872976,46.47985,16.42675,100.2227478,100.8315811,99.69995117,103.25703,101.9667,102.56437,,,,,7.992030144,,,,0.00571,0.00905,0.0075,6201651,67.3967514,,,,,,,,12,,,,6,84321856,46.94867,68394471,47.92337,12.32505,13.25879,15927388,42.7632,,,,,,,12.82316017,,,,6359696,3479543,54.71240997,50.60443878,55.88122177,45.92842102,,,,,,16630,16403,23259,45199,1,1,1.4,2.5,43.71882839,785986127,3.720000029,4.75,4.300000191,17.87700275,71.20211371
Colombia,12,0.97025001,1.013210058,1.053259969,1.144559979,6,,78.49890137,78.5421524,78.45760345,6,106.3833237,107.1388626,106.7693863,5,4303833,48.13149,23.3015,114.5266571,112.7591171,116.2171631,111.00966,115.97085,113.5463,92.91999,13.41092,16.83619,15.18755,19.69511986,,,,1.62283,1.95474,1.79565,,,97.75807,85793,32871,1.789289951,52922,2.755160093,2.282979965,11,80.15634155,71.48059845,75.7246933,6,4821029,50.22036,4458296,49.97378,26.3074,25.91073,362733,53.25101,97.50623322,100.0914536,95.03002167,77.47078,80.16872,74.88658,20.4407196,,,,,,,55.32749176,59.72433853,51.09033966,32.70964,38.05749,23.31461,15.98262024,4.457489967,823,1115,3881,6010,1.1,1.4,4.5,6.8,42.9411801,26235986,11.78999996,7.090000153,9.109999657,23.07789598,68.444057
Comoros,6,0.998350024,1.022899985,1.066480041,,3,28.4176,21.80785942,22.1623497,21.46626091,6,,,,6,124240,49.0784,28.05781,99.50662994,99.42279053,99.58757782,101.96963,95.13538,98.49074,80.75383,17.86634,17.87086,17.86864,18.5898304,,,,14.4633,17.38876,15.95299,4428,29.49412918,81.73896,22667,11145,18.17247963,11522,18.13717079,18.1545105,12,,,,7,73695,50.78499,73695,50.78499,9.16486,8.30834,0,,59.46886063,61.41450882,57.58628845,50.35748,51.66721,49.09022,55.01187134,,,,8870,1482,16.70800018,,,,,,,,,134,51,59,90,6.1,2.6,3.4,5.8,37.46815196,228821,10.05000019,6.420000076,7.78000021,39.53842383,57.45456686
"Congo, Dem. Rep.",6,0.938539982,,,,3,,5.675370216,5.818600178,5.534759998,6,,,,6,16807014,,,118.45961,114.6757278,122.185173,,,,,,,,14.80910969,,,,,,,544039,28.61430931,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33101,21620,32684,28960,12.7,10,18.5,19.9,48.41412161,28829039,3.299999952,5.010000229,4.179999828,46.16564209,50.81651729
"Congo, Rep.",10,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56768036,3.511049986,638,509,596,999,4.3,4,5.6,11.2,49.02714027,2124150,10.22000027,9.119999886,9.659999847,41.76350246,55.554778
Costa Rica,13,1.008880019,1.041360021,1.075309992,1.176669955,6,12.90757,97.93650818,98.26506805,97.62297821,6,99.1428299,98.07055664,98.59436798,6,483770,49.0634,12.2047,113.2942886,113.8066406,112.8051071,111.06149,110.49209,110.77016,97.33255,14.07768,13.28971,13.67632,8.910019875,,,,1.91726,2.68352,2.31226,39638,78.96968079,97.40817,509,,,,,0.119230002,12,74.60845947,66.18058014,70.29882813,5,476668,50.68349,368090,50.21978,12.52299,12.42779,108578,52.25552,132.816925,137.749527,128.1026154,82.44799,84.30884,80.66948,8.749699593,,,,38355,22853,59.58283997,55.20793915,60.6801796,49.95981979,28.67492,28.6795,23.13634,26.08666992,6.978569984,52,71,225,411,0.7,1,3,5,38.89072428,2445740,12.18999958,8,9.630000114,21.32474411,69.12540822
Cote d'Ivoire,10,0.926440001,0.867879987,0.768459976,,3,21.09542,8.204299927,8.278980255,8.130439758,6,69.3493576,79.83106232,74.60257721,6,3900222,47.90466,41.8223,99.79975128,95.97512054,103.5959702,98.95423,105.20904,102.0966,90.32837,8.28623,7.69654,7.97903,14.48050976,,,,,,,93257,30.24544907,93.69235,241575,197509,10.14562035,44066,2.246769905,6.181469917,12,42.51126862,56.20983124,49.35760117,7,2040520,43.47853,1923876,43.18875,,27.28114,116644,48.25795,51.02666092,44.34893036,57.71112061,40.19814,35.05883,45.34263,50.62445068,,,,74796,11737,15.69202042,,,,47.29398,35.11957,14.02777,18.33167076,3.256030083,10159,6643,6383,7575,14.6,10.7,11.4,15.7,40.78084273,7822369,3.809999943,2.809999943,3.210000038,41.93697214,55.20408485
Croatia,8,1.003100038,1.032649994,1.047369957,1.281749964,6,,69.22509766,68.91187286,69.5194931,7,95.40106201,94.3216629,94.84780884,4,161740,,,94.60305023,94.75321198,94.46041107,,,,,,,,0.618889987,,,,,,,12444,93.37030029,,2766,,,,,1.617799997,11,98.3306427,99.01181793,98.68070221,8,332460,,,,,,,,100.0797729,102.4584808,97.82417297,,,,2.289000034,,,,52322,36730,70.19992065,67.65422821,79.05442047,56.78118134,,,,,,22,23,59,99,0.5,0.6,1.4,2,46.45368516,1794835,9.340000153,7.639999866,8.430000305,14.51194001,65.04262698
Cuba,9,0.95668,0.986819983,1.015740037,1.3671,6,,98.23532104,98.4197998,98.06067657,6,84.53137207,83.75354004,84.13140869,6,741269,47.48721,9.16029,101.9045486,99.58638763,104.095787,104.85011,104.25207,104.54278,97.73994,1.68121,3.44345,2.60661,,97.15512085,96.31095123,96.72579193,0.2578,0.62603,0.44902,80922,80.69992828,97.84442,15680,8272,2.340229988,7408,1.981040001,2.155580044,12,95.08379364,91.08042145,93.02477264,6,795057,48.99787,587467,52.03969,9.71138,9.63133,207590,40.38971,101.1372375,101.9491577,100.3693008,84.18162,86.70001,81.79969,,,,,82549,52354,63.42173004,41.37902069,51.0078392,32.28290176,,,,,,113,132,269,388,0.9,1.1,2,2.7,38.96208562,5103446,1.820000052,1.620000005,1.700000048,16.21123899,68.60254959
Cyprus,10,0.991150022,0.983219981,0.975019991,1.076470017,6,,85.34308624,84.01747894,86.59751892,6,101.8606796,101.8915482,101.8767014,6,57079,,,99.79544067,99.34233856,100.2293091,,,,,,,,9.537659645,,,,,,,4786,83.95320129,,329,229,0.818499982,100,0.34224999,0.575219989,12,96.97663879,94.70050812,95.82250977,6,54966,,,,,,,,100.2535172,98.96697235,101.5025711,,,,18.64607048,,,,6817,4547,66.70088959,81.33708191,84.49549866,78.03450012,,,,,,7,6,18,36,0.5,0.4,1.2,1.9,46.01682509,625732,8.760000229,8.039999962,8.369999886,16.78784796,69.49309027
Czech Republic,9,1.00601995,1.004989982,1.004209995,1.282189965,3,,109.6585083,108.0999603,111.1336975,6,98.78359222,98.30895233,98.54006195,5,583522,,,100.5089874,100.8188629,100.2151184,,,,,,,,2.642570019,,,,,,,,,,2386,,,,,0.410930008,11,94.73177338,93.13276672,93.9118576,8,787114,,,,,,,,102.2979279,102.5184402,102.088501,,,,10.0641098,,,,,,,63.76876831,74.52980804,53.49834824,,,,,,46,51,140,248,0.4,0.5,1.5,2.4,44.70131083,5452943,2.799999952,1.789999962,2.24000001,15.58660552,64.99251759
Denmark,10,0.998889983,0.999819994,0.999409974,1.272930026,6,,99.64254761,98.52359009,100.7026291,6,100.6042023,101.4494934,101.0366287,7,468362,,,100.5239105,100.4665298,100.5781174,,,,,,,,17.06842041,,,,,,,46511,68.38381958,,2813,519,0.229289994,2294,0.957549989,0.60374999,13,98.66760254,100.0614929,99.37863922,6,531247,,,,,,,,129.7455444,129.7060547,129.7832184,,,,15.63885975,,,,53930,30441,56.44538879,81.18334961,94.43289185,68.65917206,,,,,,18,21,67,108,0.3,0.3,1,1.4,47.16403037,2982472,5.349999905,4.940000057,5.130000114,16.45826256,63.7287848
Djibouti,10,1.023509979,1.014449954,1.002609968,,2,14.40476,7.826039791,7.693130016,7.952199936,6,69.90912628,63.55627823,66.38028717,5,62979,46.14395,29.37453,70.29769135,71.18781281,69.5525589,65.19103,68.53382,66.95788,61.80335,11.87158,11.93467,11.90556,13.50133038,,,,8.39269,8.90088,8.66638,2144,28.68470001,62.10696,33948,15144,37.09672928,18804,38.55965042,37.8930397,11,49.64237976,48.88134003,49.22512054,7,65144,45.12158,60125,45.2657,28.81312,25.41709,5019,43.3951,51.45777893,51.53134918,51.39744186,,,,10.52591038,,,,2563,679,26.49238968,,,,,,,13.99153042,3.627739906,151,92,201,302,8,5.2,11,16.8,39.75250992,406885,11.19999981,10.96000004,11.06000042,29.57411596,65.89830466
Dominica,12,,,,,5,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,6,1.5,1.8,2,4.2,,,,,,,
Dominican Republic,15,0.941760004,0.997340024,1.078209996,,3,18.88925,51.43738174,51.96490097,50.92715073,6,92.58232117,93.65538025,93.1275177,6,1226414,47.57349,18.92322,105.6986465,102.4711227,108.8085403,105.32338,106.5707,105.9601,92.71356,8.26809,13.68502,11.10799,23.25308037,94.2157135,89.88017273,91.96153259,2.8143,6.28867,4.63579,64810,81.20659637,93.86741,65825,31319,5.500559807,34506,5.839419842,5.673140049,12,91.12242126,87.6166687,89.3466568,6,924714,51.26201,849143,50.34947,,,75571,61.51566,79.93869019,82.98589325,76.96617889,70.60614,74.54667,66.76219,17.89948082,,,,,,,,,,,,,,,288,286,842,1631,1.5,1.5,4.4,8.6,39.93860545,5029437,9.100000381,3.710000038,5.860000134,27.9771295,64.94005302
Early-demographic dividend,10,0.98814,1.00254,1.01733,1.07641995,4,19.77285,55.20582962,55.30059052,55.11716843,,92.12090302,91.11103821,91.59841919,6,342000000,49.19061,27.85282,102.0029,101.375,102.5913,104.9265,107.8007,106.4104,90.30715,,,,26.73843,82.80902,80.50178,81.60389,1.88826,2.6616,2.28119,12800000,61.79425,92.98126,19600000,10300000,6.32738018,9322248,5.38781023,5.842400074,,80.77275085,76.91281128,78.77166748,6,300000000,48.43648,274000000,48.99421,21.32611,21.40841,23700000,41.96907,74.88907,75.55703,74.27,64.08017,64.31126,63.86612,37.4163,,,,13900000,6823947,49.21323,31.19182014,32.4751091,29.99331093,,,,,,194544,172579,291194,366158,3.081688897,2.796120133,4.853312767,6.297333234,29.76927651,1280515154,6.441370565,5.295945914,5.635792173,28.89603516,65.28588243
East Asia & Pacific,9,0.99782,1.0072,1.01926,1.149829984,5,17.2514,82.84458923,82.39141083,83.25131989,,98.25359344,98.0464325,98.14378357,6,185000000,47.19927,17.53589,102.0743,101.9566,102.1798,103.4874,103.6515,103.5738,,,,,10.26678,95.6006,94.55107,95.04744,0.47228,0.85652,0.67516,10600000,69.54305,95.98306,5953998,3205055,3.738159895,2748943,2.872380018,3.281500101,,87.18390656,84.66316986,85.86057281,6,156000000,47.87706,131000000,48.87815,14.36246,14.75977,24900000,42.61983,85.22569,86.08038,84.4536,78.90534,81.24246,76.79316,19.20727,,,,10600000,5850698,55.4338,46.59321976,50.54644012,42.97283936,,,,,,47491,41282,75584,111371,1.5,1.4,2.5,3.5,43.34247052,1266543881,3.318456284,4.053449239,3.735401037,19.76763516,69.48816626
East Asia & Pacific (IDA & IBRD countries),9,0.99773,1.00776,1.0211,1.176020026,4.5,17.16188,82.18557739,81.64698029,82.66696167,,98.20076752,97.93312836,98.05928802,6,171000000,47.07546,17.64651,102.4399,102.3168,102.5496,103.6033,103.7721,103.6924,,,,,10.57224,95.62079,94.51659,95.03764,0.47546,0.85929,0.6786,9765202,69.33088,95.99521,5458759,2959910,3.758039951,2498850,2.82901001,3.266930103,,86.76455688,84.34262848,85.48919678,6,141000000,47.85229,118000000,48.84209,14.41867,14.95966,22900000,42.74538,83.57145,84.49041,82.74461,78.31161,80.78035,76.08895,18.64943,,,,9347641,5334731,57.07034,44.13985825,48.61207962,40.05514145,,,,9.594004631,3.165154934,46019,39768,71673,105212,1.634165306,1.429166425,2.58970848,3.611316002,43.20791306,1116860945,3.364546824,4.149792824,3.811082119,20.50249951,69.99925292
East Asia & Pacific (excluding high income),9,0.99765,1.0077,1.02099,1.170179963,4,17.18014,82.08859253,81.54524994,82.57447815,,98.18225098,97.93200684,98.05004883,6,173000000,47.09131,17.66661,102.3083,102.1813,102.4217,103.4645,103.6585,103.5669,,,,,10.47992,95.61357,94.49242,95.0216,0.47114,0.85201,0.67266,9839311,69.42811,96.01509,5663798,3057517,3.84175992,2606280,2.92215991,3.3557899,,86.80168915,84.35305786,85.51278687,6,143000000,47.87101,120000000,48.84732,14.45427,14.98305,22900000,42.74538,83.6866,84.60189,82.86236,78.46543,80.90978,76.26289,18.37657,,,,9471049,5383842,56.84525,43.90822983,48.19351959,39.9919281,,,,,,46733,40448,73249,107312,1.640709641,1.435116893,2.610453053,3.634281751,43.26440773,1133332584,3.347072196,4.134479705,3.794352513,20.49881239,70.00494974
Ecuador,15,1.016420007,1.021919966,1.027590036,,3,19.32357,66.13674927,67.92336273,64.42738342,6,104.9208374,103.9667969,104.4336777,6,1932261,49.3201,24.26216,103.267952,104.1274338,102.4450378,106.59538,102.77287,104.64206,90.94167,2.71555,3.36915,3.04679,24.20076942,,,,0.39609,0.54294,0.47051,79640.92969,77.42903137,97.5804,24550,,,,,1.312070012,12,98.62011719,95.10318756,96.82608032,6,1891648,49.67034,1621831,50.62278,22.78288,20.62112,269817,43.94534,101.4356537,102.8441162,100.0829391,84.67039,86.0294,83.3652,25.97767067,,,,91733.54688,53308.44922,58.11227036,,,,,,,,,468,598,1222,2000,1.5,1.9,3.9,6.5,40.83004059,8364868,4.400000095,2.930000067,3.529999971,28.028592,64.81411827
"Egypt, Arab Rep.",12,1.003919959,0.996510029,0.986590028,,2,26.04459,28.70762062,28.64514923,28.76635933,6,101.6332397,99.79187012,100.6852112,6,12643289,48.59901,23.67945,106.2849274,106.4991074,106.0832214,102.41373,101.17963,101.77791,97.03257,2.12432,2.95117,2.54933,9.22012043,99.52294922,98.5209198,99.00930023,1.5049,2.68654,2.11227,533935,61.37731934,98.45783,77552,,,,,0.651929975,12,87.58245087,81.74198151,84.576828,6,9136789,48.222,7118450,50.25993,16.77056,15.16281,2018339,41.03443,87.91114044,87.30088043,88.48719788,82.77635,83.12511,82.44713,7.789999962,,,,602579,287553,47.72037888,,,,,,,,,5098,3851,5928,6370,2.3,2.1,3.5,3.8,20.56123677,29275345,21.44000053,6.809999943,9.819999695,33.79872071,60.97149994
El Salvador,15,0.968299985,0.977670014,0.993430018,1.115739942,7,28.2117,66.69644165,67.49913788,65.92991638,7,85.81394958,87.3719635,86.60769653,6,662740,48.1231,26.89473,94.82711029,93.26776886,96.320961,95.21859,97.88521,96.58226,80.99537,11.29931,14.95772,13.19718,13.28756046,,,,2.96937,4.53325,3.78063,24642,73.65879059,81.60033,95746,45491,13.30333042,50255,14.07936001,13.69966984,13,77.03872681,77.79589081,77.42192841,6,521576,49.35867,429923,49.30743,27.79614,27.55579,91653,49.59903,71.66178894,71.42326355,71.89581299,61.83092,62.55455,61.12096,16.60046005,,,,18928,10353,54.69675064,29.37192917,31.14780045,27.54276085,46.16494,34.02135,9.17133,14.94499969,3.592420101,131,246,1430,1614,1.1,2.1,11.4,12.5,41.86202639,2757136,3.75,4.190000057,4.010000229,27.13208091,64.58082908
Equatorial Guinea,6,,,,,6,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,178,264,371,10.2,6.7,11.1,14.5,36.78044081,508610,8.180000305,7.929999828,8.029999733,37.11659887,60.42552379
Eritrea,8,0.857460022,0.878799975,0.90941,,2,29.34934,23.3283596,23.23020935,23.42217064,6,56.17720032,64.19847107,60.27051163,5,349753,45.10555,38.74092,68.43383026,63.07897949,73.56524658,68.71775,77.84778,73.38348,51.45515,22.21948,26.72101,24.69057,10.64264965,,,,6.96954,9.07107,8.12316,9028,39.02304077,51.8316,241988,124564,49.80646896,117424,44.99245071,47.34817886,11,52.10837936,50.25733948,51.16453934,7,260421,46.72357,257599,46.72417,40.34151,35.02165,2822,46.66903,47.69710922,45.39511871,49.91706848,41.57501,40.25675,42.8463,7.470980167,,,,7436,1779,23.92415047,,,,,,,,,392,356,591,785,3.9,3.9,8.7,13.6,45.92043733,1589288,6.590000153,6.25,6.409999847,,
Estonia,9,1.002599955,1.015769958,1.028679967,1.340209961,7,,92.70336914,92.11814117,93.25952911,7,95.47147369,97.84900665,96.69463348,6,88107,,,97.66768646,97.79840088,97.54464722,,,,,,,,5.847439766,,,,,,,7662,90.43331146,,1946,886,2.025559902,1060,2.281039953,2.157160044,13,102.1006317,102.3682938,102.2378235,6,84017.25,,,,,,,,116.651741,118.3416367,115.0426407,,,,3.737920046,,,,8684,6637,76.42790985,70.36543274,85.34838104,56.31224823,,,,,,8,9,23,33,0.5,0.6,2,2.5,48.27669263,705794,5.320000172,5.409999847,5.369999886,16.35707375,64.01656941
Eswatini,7,0.922640026,,,,3,,,,,6,95.57280731,93.40635681,94.48487091,7,237074,,,114.6936188,110.0519791,119.2794495,,,,,,,,,,,,,,,9006,69.68688202,,33794,17707,17.23711967,16087,15.4718399,16.34914017,13,57.11666107,51.00619888,54.04645157,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,100,260,361,10.3,3.5,10.2,15.7,48.17154011,367331,24.17000008,20.69000053,22.37000084,38.11249154,57.87292052
Ethiopia,8,,,,,3,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18226,13579,20993,19390,6.2,5,8.3,8.7,46.47965448,51400821,2.720000029,1.50999999,2.069999933,40.78298191,55.7158851
Euro area,10,0.99601,0.995,0.99445,1.152680039,6,11.98251,100.2056274,99.86781311,100.5259323,,97.41261292,95.54337311,96.45337677,6,18500000,48.5298,13.203,102.6105,102.3995,102.8102,97.93246,98.2791,98.11037,,,,,13.90687,97.05403,95.58404,96.29788,1.87595,2.83545,2.36981,1430413,85.16976,97.30733,242502,107430,1.22239995,135071,1.454959989,1.34186995,,93.89520264,91.35144806,92.59723663,6,28200000,48.32282,21300000,50.40438,11.30701,11.42415,6884519,41.89468,108.5652,108.2542,108.8583,90.60507,91.01464,90.22215,16.92194,,,,2477894,1571677,63.42793,75.15541077,81.55800629,69.10556793,,,,,,1288,1514,3970,6256,0.357402311,0.427188078,1.135099414,1.707899514,46.07584681,165292410,8.57105624,7.847299765,8.180120675,15.06825685,64.33211107
Europe & Central Asia,10,0.99536,0.99261,0.99078,1.12669003,5,11.35679,75.92653656,75.44068146,76.38668823,,97.82582092,97.32598114,97.56958008,5,52300000,48.5804,14.86965,100.8571,100.6162,101.0855,96.57803,96.56311,96.57037,94.87481,,,,9.22517,98.16086,97.47442,97.80734,1.02218,1.43485,1.23437,3537581,85.44684,96.05395,1076065,510465,2.024780035,565600,2.126290083,2.076900005,,94.55493927,94.23014832,94.39205933,7,78900000,48.34191,60900000,49.69418,10.49065,11.08115,18000000,43.75331,105.0671,104.5676,105.5406,89.92563,89.86586,89.98414,14.79887,,,,7143026,4816122,67.42412,71.96681976,76.96240997,67.21170807,,,,,,8387,8885,19230,30071,0.7,0.8,1.9,2.7,45.25657294,437855135,6.999953105,6.794676286,6.887735643,18.01700094,65.62975639
Europe & Central Asia (IDA & IBRD countries),10,0.99347,0.98643,0.98198,1.07517004,5,10.3576,61.76702118,61.19591904,62.30736923,,97.54318237,97.73053741,97.63916779,4,25500000,48.55671,17.06837,98.8625,98.5301,99.17729,95.37688,95.14647,95.25853,92.15259,,,,2.20325,98.43121,98.002,98.20976,0.66892,0.78319,0.72771,1539982,86.20798,94.65785,777820,373282,2.973119974,404537,3.05140996,3.013329983,,93.77416229,94.78842926,94.2940979,8,40400000,48.10727,32400000,49.21489,9.70382,10.3459,7794040,43.50548,99.85872,98.92832,100.7432,88.43456,88.0361,88.81475,4.1448,,,,3899633,2776841,71.20775,71.91741943,74.79308319,69.1708374,,,,,,6617,6820,13674,21131,1.015125808,1.196943643,2.526573752,3.603083768,44.2238818,211848608,6.568018976,6.74622456,6.668189003,20.49314989,66.92941662
Europe & Central Asia (excluding high income),10.5,0.99399,0.98602,0.98118,1.042440057,5,,59.07777023,58.45412827,59.66775894,,98.31716156,98.48095703,98.40103912,4,22100000,48.53897,18.39211,99.66861,99.36015,99.96065,98.76142,98.18752,98.4666,91.81915,,,,1.84004,98.49422,98.03461,98.25727,0.66794,0.72581,0.69772,1195134,86.72628,94.40977,588631,285137,2.640369892,303493,2.660749912,2.650840044,,93.5104599,94.6830368,94.11165619,7.5,36200000,48.09481,30500000,49.05364,9.77936,10.48524,6994985,43.91356,99.63045,98.66019,100.5527,88.08639,87.63771,88.51419,3.80318,,,,3495239,2492289,71.30525,73.13762665,74.75972748,71.58721924,,,,,,6260,6361,12552,19262,1.068788847,1.253669883,2.609099386,3.727073534,44.21681772,182608709,6.964444563,7.130803624,7.057572,21.32123639,66.94037868
European Union,10,0.99632,0.99847,1.00007,1.195919991,6,12.77154,98.335289,98.00505829,98.64851379,,97.18245697,96.05554962,96.60489655,6,29400000,48.59998,13.29708,101.5683,101.3762,101.7506,93.60495,94.26789,93.94508,,,,,14.90549,97.72328,96.77061,97.23305,1.29646,1.99199,1.65396,2254885,85.14807,96.75901,527053,244627,1.735849977,282426,1.900750041,1.820479989,,94.32195282,92.66619873,93.4784317,6,42100000,48.57699,31200000,50.33841,11.55706,11.79284,11200000,43.66208,110.0254,110.0293,110.0217,91.46641,91.82051,91.13372,24.27495,,,,3567463,2288861,64.15936,70.98668671,78.92343903,63.46089172,,,,,,1842,2213,5699,9169,0.388944943,0.478990111,1.259295133,1.891965877,45.84038686,216427263,7.579069743,7.003026682,7.267054612,15.1479412,64.68896084
Fiji,,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,45,56,92,2.1,2.8,3.8,6.3,32.9208706,359386,5.420000076,3.549999952,4.159999847,29.5126222,65.03769739
Finland,10,0.994700015,1.057899952,1.103610039,1.155539989,6,,85.25000763,84.97335815,85.51405334,7,100.7613373,100.0032806,100.3738098,6,368852,,,100.2051086,99.93276978,100.4656601,,,,,,,,1.839220047,,,,,,,27152,79.79891205,,4885,2086,1.159039974,2799,1.487869978,1.327100039,13,99.30423737,99.66481781,99.48879242,6,546469,,,,,,,,154.8202362,162.6388397,147.3700256,,,,14.7018404,,,,39691,26880,67.72315979,90.2617569,98.06279755,82.81041718,,,,,,21,25,102,188,0.3,0.4,1.7,2.9,48.01478135,2742645,7.300000191,7.420000076,7.360000134,16.14518297,62.13402948
Fragile and conflict affected situations,9,0.90831,0.89082,0.85331,,3,25.12662,27.80640984,27.86581993,27.74885941,,68.41887665,75.98483276,72.25985718,6,108000000,46.93447,30.49175,94.41408,89.8083,98.87364,110.0383,119.3708,114.7663,77.02801,,,,16.22866,,,,8.61964,9.72452,9.20595,3614224,51.63227,,27600000,15900000,28.30513,11800000,20.33748055,24.25704002,,45.0795784,53.10430908,49.14760971,6,46300000,44.22324,30300000,44.68066,,19.02135,2029942,37.38778,46.97909,43.21266,50.64099,37.62826,33.78372,41.39649,18.30707,,,,,,,,,,,,,,,215041,128505,170651,193789,9.996646757,6.79556772,10.38656951,13.74141446,40.36123717,270636049,7.182589318,6.729251118,6.913507517,41.04034602,55.5895268
